ID,ID_corrected,操作判断,操作前准备1,操作前准备2,操作前准备3,操作过程1,操作过程2,操作过程3.1,操作过程3.2,操作过程4,操作过程5.1,操作过程5.2,操作过程6,操作后处理,overall
1016-dsc-1,1016-dsc-01,5,5,5,5,1,5,5,5,5,0,15,12,6,3
0310-syq-01,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-lzz-07,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1015-zch-05,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1019-rgt-05,1019-rjt-05,5,4,5,5,5,5,5,5,0,10,15,15,10,10
0310-chr-10,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1016-rxy2-8,1016-rxy-08,5,5,5,5,5,5,2,5,5,10,14,11,7,8
1019-rgt-04,1019-rjt-04,5,4,5,5,5,4,5,5,0,10,15,15,10,10
0310-lzz-05,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-dsc-10,1016-dsc-10,5,5,5,5,2,5,5,5,5,0,15,10,6,5
1016-hwq-6,1016-hwq-06,5,5,5,5,5,5,2,5,5,10,15,13,8,8
1017-zmt2-8,1017-zmt-08,5,5,5,5,5,5,5,5,5,10,15,13,8,9
1019-hwq-17,1019-hwq-17,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1015-tfy-05,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
1017-yzl-7,1017-yzl-07,5,5,5,5,5,5,2,5,0,5,15,11,7,7
1015-zch-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-sfk-02,1018-sfk-02,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1018-wll-06,1018-wll-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-yzl-06,,5,4,5,5,5,4,4,5,5,10,15,13,10,8
1017-wtb-9,1017-wtb-09,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1017-zmt2-1,1017-zmt-01,5,5,5,5,5,5,5,5,5,10,15,13,8,9
0312-zwl-5,0312-zwl-05,4,3,5,5,5,3,5,5,0,6,15,15,8,7
1014-zwl-01,,5,5,5,5,3,5,5,5,5,10,15,12,9,9
0312-zwl-8,0312-zwl-08,5,3,5,5,5,4,5,5,0,6,15,15,8,7
1014-dt2-10,1014-dt2-10,5,5,3,5,5,5,5,5,5,10,15,15,8,9
1018-lh-06,,5,3,4,5,5,5,5,5,5,10,15,15,10,10
1014-dt1-05,1014-dt1-05,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1019-hwq-16,1019-hwq-16,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1017-hmz3-6,1017-hmz-06,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1015-rxy-02,,5,5,5,5,5,5,5,5,5,5,15,10,10,7
1019-jyy-05,,5,4,1,5,5,4,5,5,0,10,15,14,10,8
1014-wll-02,,5,5,5,5,5,5,5,5,5,10,15,15,7,9
311-sly-09,0311-sly-09-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1016-hwq-10,1016-hwq-10,5,5,5,5,5,5,5,5,5,10,15,13,9,8
1016-xxd2-5,1016-xxd-05,5,5,5,5,5,5,5,5,5,10,15,10,8,7
1014-dt3-08,1014-dt3-08,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-sly-08,1017-sly-08,5,5,5,5,5,5,5,5,5,10,15,12,7,8
1019-xxd4-03,1019-xxd-03,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1014-dt3-03,1014-dt3-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
