ID,ID_corrected,操作判断,操作前准备1,操作前准备2,操作前准备3,操作过程1,操作过程2,操作过程3.1,操作过程3.2,操作过程4,操作过程5.1,操作过程5.2,操作过程6,操作后处理,overall
1016-tfy2-8,1016-tfy-08,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-cwk-03,,5,5,5,5,5,5,5,2,5,10,15,15,10,9
1017-ywp-7,1017-ywp-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-hwq-14,1019-hwq-14,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1018-ypp2-5,1018-ypp-05,5,4,5,5,3,5,5,5,5,10,15,15,7,7
0312-gyq-09,0312-gyx-09,5,3,5,5,5,3,5,5,3,10,15,15,9,9
1019-ywp-02,,5,4,1,5,5,5,5,5,5,8,15,15,10,8
0312-zwl-7,0312-zwl-07,4,3,5,5,5,3,5,3,0,6,15,15,8,7
0310-syq-01,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-lsp3-04,1019-msp-04,5,5,5,5,5,5,5,5,3,10,12,15,10,10
0310-chr-08,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1016-hzm-6,1016-hmz-06,5,5,5,5,2,5,0,5,1,10,15,15,7,8
1015-ypp-08,,5,5,5,5,5,5,2,5,5,10,14,15,10,10
1016-hzm-8,1016-hmz-08,5,5,5,5,2,5,0,5,1,10,15,15,8,6
311-lyl-04,0311-lyl-04-sj,5,5,5,5,5,5,4,5,5,10,15,15,9,9
1015-tfy-02,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
311-sly-08,0311-sly-08-sj,5,5,5,5,5,5,5,5,5,9,14,15,7,6
1014-zwl-10,1014-zwl-10,5,5,5,5,3,5,5,5,5,10,15,15,10,9
0310-dsc-10,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1018-rxy-09,1018-rxy-09,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1015-zch-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-xxd-10,,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1016-tfy2-7,1016-tfy-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-yzl2-7,1018-yzl-07,5,4,3,5,4,5,5,5,5,10,15,15,7,7
1014-sly-07,1014-sly-07,5,5,5,5,5,5,5,5,3,10,15,15,9,9
1015-tfy-09,,5,5,5,5,5,5,5,5,5,10,10,15,10,8
1019-hwq-06,,5,5,5,4,5,4,5,5,5,10,15,15,10,10
0310-syq-06,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-xxd-9,0312-xxd-09,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1015-tfy-05,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
